"","domain","BA_hat","BA","sample_size","model"
"47306","B",65.8602551806432,65.1658741408031,"32","area_eblup"
"47307","C",37.8144949800523,37.3974311713912,"32","area_eblup"
"47308","D",58.6679243092229,57.3637802690845,"32","area_eblup"
"47309","E",59.7758365552697,59.5110616250196,"32","area_eblup"
"47310","F",78.6860963520297,78.6226240069573,"32","area_eblup"
"47311","G",68.744313330837,67.0435767712799,"32","area_eblup"
"47312","H",49.7506930849537,49.6500997828831,"32","area_eblup"
"47313","A",45.1332107391103,45.5597646993401,"32","area_eblup"
"47314","B",64.2467419643911,65.1658741408031,"32","area_eblup"
"47315","C",36.2219788205555,37.3974311713912,"32","area_eblup"
"47316","D",56.3178676599836,57.3637802690845,"32","area_eblup"
"47317","E",59.9810055505582,59.5110616250196,"32","area_eblup"
"47318","F",78.8700061812153,78.6226240069573,"32","area_eblup"
"47319","G",63.2045167256784,67.0435767712799,"32","area_eblup"
"47320","H",51.4597304260111,49.6500997828831,"32","area_eblup"
"47321","A",45.9182325861471,45.5597646993401,"32","area_eblup"
"47322","B",63.8388734251354,65.1658741408031,"32","area_eblup"
"47323","C",37.6312545113112,37.3974311713912,"32","area_eblup"
"47324","D",57.3318147359836,57.3637802690845,"32","area_eblup"
"47325","E",59.1312254933454,59.5110616250196,"32","area_eblup"
"47326","F",80.5237206506319,78.6226240069573,"32","area_eblup"
