"","domain","BA_hat","BA","model","sample_size"
"8035","M333Ac",77.2748267037953,72.0588242700207,"rf",30
"8036","M333Ad",121.608213753269,117.470592984026,"rf",30
"8037","M333Ae",71.6202915624833,68.4801681671984,"rf",30
"8038","M333Ag",82.2939492507639,81.2086165291663,"rf",30
"8039","M333Ah",34.3485176907218,37.3880839806109,"rf",30
"8040","M333Ai",37.4789446316253,37.3465107555587,"rf",30
"8041","M333Aa",78.6305813182846,79.4154082554791,"rf",30
"8042","M333Ab",108.244410140202,112.523482757723,"rf",30
"8043","M333Ac",72.9173110898021,72.0588242700207,"rf",30
"8044","M333Ad",116.856840059005,117.470592984026,"rf",30
"8045","M333Ae",66.0671139740379,68.4801681671984,"rf",30
"8046","M333Ag",75.2755193309964,81.2086165291663,"rf",30
"8047","M333Ah",35.0577626226094,37.3880839806109,"rf",30
"8048","M333Ai",36.4028723001422,37.3465107555587,"rf",30
"8049","M333Aa",84.1842728360229,79.4154082554791,"rf",30
"8050","M333Ab",107.11142882543,112.523482757723,"rf",30
"8051","M333Ac",83.4879787668104,72.0588242700207,"rf",30
"8052","M333Ad",125.136082850198,117.470592984026,"rf",30
"8053","M333Ae",71.8972975689499,68.4801681671984,"rf",30
