"","domain","BA_hat","BA","model","sample_size"
"123","M333Ac",70.3289004342234,72.0588242700207,"rf",50
"124","M333Ad",104.881358536051,117.470592984026,"rf",50
"125","M333Ae",65.763292375103,68.4801681671984,"rf",50
"126","M333Ag",73.6478853368706,81.2086165291663,"rf",50
"127","M333Ah",34.9302414189519,37.3880839806109,"rf",50
"128","M333Ai",37.4489371046261,37.3465107555587,"rf",50
"129","M333Aa",80.9784505805968,79.4154082554791,"rf",50
"130","M333Ab",113.175374897191,112.523482757723,"rf",50
"131","M333Ac",78.4018725406583,72.0588242700207,"rf",50
"132","M333Ad",118.914196997512,117.470592984026,"rf",50
"133","M333Ae",70.9438442685989,68.4801681671984,"rf",50
"134","M333Ag",79.6265579579787,81.2086165291663,"rf",50
"135","M333Ah",36.1685059056522,37.3880839806109,"rf",50
"136","M333Ai",39.4601965111797,37.3465107555587,"rf",50
"137","M333Aa",84.8811968976709,79.4154082554791,"rf",50
"138","M333Ab",120.082671485575,112.523482757723,"rf",50
"139","M333Ac",79.9625351419065,72.0588242700207,"rf",50
"140","M333Ad",125.796063621581,117.470592984026,"rf",50
"141","M333Ae",74.1161350009511,68.4801681671984,"rf",50
"142","M333Ag",84.3425553212535,81.2086165291663,"rf",50
"143","M333Ah",39.6471568663803,37.3880839806109,"rf",50
"144","M333Ai",41.5717957352126,37.3465107555587,"rf",50
"145","M333Aa",80.393859490237,79.4154082554791,"rf",50
"146","M333Ab",114.517170639834,112.523482757723,"rf",50
"147","M333Ac",72.7188671169515,72.0588242700207,"rf",50
"148","M333Ad",114.471481854344,117.470592984026,"rf",50
"149","M333Ae",69.8631128684081,68.4801681671984,"rf",50
"150","M333Ag",78.6683275516241,81.2086165291663,"rf",50
"151","M333Ah",38.2058611048717,37.3880839806109,"rf",50
"152","M333Ai",39.2673831094219,37.3465107555587,"rf",50
"153","M333Aa",82.6513033048763,79.4154082554791,"rf",50
"154","M333Ab",105.99535086139,112.523482757723,"rf",50
"155","M333Ac",74.7137613359132,72.0588242700207,"rf",50
"156","M333Ad",117.067109592113,117.470592984026,"rf",50
"157","M333Ae",70.0678668747277,68.4801681671984,"rf",50
"158","M333Ag",77.4795925384114,81.2086165291663,"rf",50
"159","M333Ah",36.8654270478422,37.3880839806109,"rf",50
"160","M333Ai",40.1135604187587,37.3465107555587,"rf",50
"161","M333Aa",77.0889744896771,79.4154082554791,"rf",50
"162","M333Ab",109.251999906803,112.523482757723,"rf",50
"163","M333Ac",71.1612922424782,72.0588242700207,"rf",50
"164","M333Ad",111.656636410117,117.470592984026,"rf",50
"165","M333Ae",67.2590322615943,68.4801681671984,"rf",50
"166","M333Ag",75.6430744714574,81.2086165291663,"rf",50
"167","M333Ah",35.2793917624977,37.3880839806109,"rf",50
"168","M333Ai",37.6676958184675,37.3465107555587,"rf",50
"169","M333Aa",77.3907972171766,79.4154082554791,"rf",50
"170","M333Ab",101.672939697846,112.523482757723,"rf",50
"171","M333Ac",74.7591212017037,72.0588242700207,"rf",50
"172","M333Ad",112.833526748481,117.470592984026,"rf",50
"173","M333Ae",68.8480598646618,68.4801681671984,"rf",50
"174","M333Ag",78.5395841148781,81.2086165291663,"rf",50
"175","M333Ah",36.1073596196301,37.3880839806109,"rf",50
"176","M333Ai",39.521564663593,37.3465107555587,"rf",50
"177","M333Aa",79.8702626951774,79.4154082554791,"rf",50
"178","M333Ab",115.766702999376,112.523482757723,"rf",50
"179","M333Ac",73.4639098378799,72.0588242700207,"rf",50
"180","M333Ad",116.6166944704,117.470592984026,"rf",50
"181","M333Ae",69.6006336233568,68.4801681671984,"rf",50
"182","M333Ag",79.1030414035533,81.2086165291663,"rf",50
"183","M333Ah",34.7268208897477,37.3880839806109,"rf",50
"184","M333Ai",38.596385275608,37.3465107555587,"rf",50
"185","M333Aa",82.266683546616,79.4154082554791,"rf",50
"186","M333Ab",114.870260007879,112.523482757723,"rf",50
"187","M333Ac",76.0062508645617,72.0588242700207,"rf",50
"188","M333Ad",118.676155412966,117.470592984026,"rf",50
"189","M333Ae",72.0677531254606,68.4801681671984,"rf",50
"190","M333Ag",81.1133906147684,81.2086165291663,"rf",50
"191","M333Ah",37.5486238766591,37.3880839806109,"rf",50
"192","M333Ai",40.8707723510632,37.3465107555587,"rf",50
"193","M333Aa",75.944436249276,79.4154082554791,"rf",50
"194","M333Ab",99.2414550171845,112.523482757723,"rf",50
"195","M333Ac",75.1692273022063,72.0588242700207,"rf",50
"196","M333Ad",109.135525296064,117.470592984026,"rf",50
"197","M333Ae",70.0082067605104,68.4801681671984,"rf",50
"198","M333Ag",81.2787127197821,81.2086165291663,"rf",50
"199","M333Ah",35.9996620387457,37.3880839806109,"rf",50
"200","M333Ai",39.8503879086056,37.3465107555587,"rf",50
"201","M333Aa",82.9474869987595,79.4154082554791,"rf",50
"202","M333Ab",119.97294133908,112.523482757723,"rf",50
"203","M333Ac",73.8296453137456,72.0588242700207,"rf",50
"204","M333Ad",121.244500337161,117.470592984026,"rf",50
"205","M333Ae",70.2936439561369,68.4801681671984,"rf",50
"206","M333Ag",77.1221329095345,81.2086165291663,"rf",50
"207","M333Ah",36.3028540082682,37.3880839806109,"rf",50
"208","M333Ai",39.8955982741409,37.3465107555587,"rf",50
"209","M333Aa",80.2785187845225,79.4154082554791,"rf",50
"210","M333Ab",116.670984924161,112.523482757723,"rf",50
"211","M333Ac",73.7103335202609,72.0588242700207,"rf",50
"212","M333Ad",115.524955435516,117.470592984026,"rf",50
"213","M333Ae",71.0281462975655,68.4801681671984,"rf",50
"214","M333Ag",79.8980353217255,81.2086165291663,"rf",50
"215","M333Ah",39.0231569387204,37.3880839806109,"rf",50
"216","M333Ai",40.3507880012894,37.3465107555587,"rf",50
"217","M333Aa",86.3937312941026,79.4154082554791,"rf",50
"218","M333Ab",119.843845257852,112.523482757723,"rf",50
"219","M333Ac",80.6489962498766,72.0588242700207,"rf",50
"220","M333Ad",128.461630981162,117.470592984026,"rf",50
"221","M333Ae",73.5338100045288,68.4801681671984,"rf",50
"222","M333Ag",82.8943982159619,81.2086165291663,"rf",50
"223","M333Ah",37.1797371262036,37.3880839806109,"rf",50
"224","M333Ai",41.4454500893236,37.3465107555587,"rf",50
"225","M333Aa",82.4938138551581,79.4154082554791,"rf",50
"226","M333Ab",124.182179049422,112.523482757723,"rf",50
"227","M333Ac",74.649253317011,72.0588242700207,"rf",50
"228","M333Ad",122.17718837006,117.470592984026,"rf",50
"229","M333Ae",70.0116391756309,68.4801681671984,"rf",50
"230","M333Ag",77.1422034640201,81.2086165291663,"rf",50
"231","M333Ah",40.6456266910704,37.3880839806109,"rf",50
"232","M333Ai",42.0191288355629,37.3465107555587,"rf",50
"233","M333Aa",78.7798148637921,79.4154082554791,"rf",50
"234","M333Ab",109.300609189298,112.523482757723,"rf",50
"235","M333Ac",73.3981791251839,72.0588242700207,"rf",50
"236","M333Ad",114.620129446252,117.470592984026,"rf",50
"237","M333Ae",68.4463149025208,68.4801681671984,"rf",50
"238","M333Ag",76.0198038051719,81.2086165291663,"rf",50
"239","M333Ah",38.4800672801622,37.3880839806109,"rf",50
"240","M333Ai",39.050231458052,37.3465107555587,"rf",50
"241","M333Aa",84.7872302067556,79.4154082554791,"rf",50
"242","M333Ab",122.521315918341,112.523482757723,"rf",50
"243","M333Ac",77.9524381928621,72.0588242700207,"rf",50
"244","M333Ad",122.570120584385,117.470592984026,"rf",50
"245","M333Ae",73.0927710280693,68.4801681671984,"rf",50
"246","M333Ag",81.7791141172334,81.2086165291663,"rf",50
"247","M333Ah",40.3303837279469,37.3880839806109,"rf",50
"248","M333Ai",41.5442949280911,37.3465107555587,"rf",50
"249","M333Aa",84.822109402768,79.4154082554791,"rf",50
"250","M333Ab",129.683400424656,112.523482757723,"rf",50
"251","M333Ac",73.2998475374619,72.0588242700207,"rf",50
"252","M333Ad",127.084437949457,117.470592984026,"rf",50
"253","M333Ae",69.3472712560611,68.4801681671984,"rf",50
"254","M333Ag",78.1077819179705,81.2086165291663,"rf",50
"255","M333Ah",34.3924934421784,37.3880839806109,"rf",50
"256","M333Ai",37.3874983837534,37.3465107555587,"rf",50
"257","M333Aa",83.0601961953483,79.4154082554791,"rf",50
"258","M333Ab",113.828664541828,112.523482757723,"rf",50
"259","M333Ac",79.3424516769336,72.0588242700207,"rf",50
"260","M333Ad",113.883596296846,117.470592984026,"rf",50
"261","M333Ae",76.8435716750903,68.4801681671984,"rf",50
"262","M333Ag",84.302040277948,81.2086165291663,"rf",50
"263","M333Ah",48.4963924962698,37.3880839806109,"rf",50
"264","M333Ai",48.7655141324385,37.3465107555587,"rf",50
"265","M333Aa",79.0649309653699,79.4154082554791,"rf",50
"266","M333Ab",108.768928342061,112.523482757723,"rf",50
"267","M333Ac",74.7682616365566,72.0588242700207,"rf",50
"268","M333Ad",116.848282146106,117.470592984026,"rf",50
"269","M333Ae",68.7238051924151,68.4801681671984,"rf",50
"270","M333Ag",78.4636165086978,81.2086165291663,"rf",50
"271","M333Ah",36.4133859234426,37.3880839806109,"rf",50
"272","M333Ai",38.5863470491944,37.3465107555587,"rf",50
"273","M333Aa",80.2730332118139,79.4154082554791,"rf",50
"274","M333Ab",110.126607268992,112.523482757723,"rf",50
"275","M333Ac",75.518652374837,72.0588242700207,"rf",50
"276","M333Ad",115.427780233914,117.470592984026,"rf",50
"277","M333Ae",70.6768423763126,68.4801681671984,"rf",50
"278","M333Ag",78.4957865832251,81.2086165291663,"rf",50
"279","M333Ah",39.8966317135522,37.3880839806109,"rf",50
"280","M333Ai",42.9257560162414,37.3465107555587,"rf",50
"281","M333Aa",76.4399410458199,79.4154082554791,"rf",50
"282","M333Ab",107.639151829142,112.523482757723,"rf",50
"283","M333Ac",70.1595157928231,72.0588242700207,"rf",50
"284","M333Ad",107.233772759942,117.470592984026,"rf",50
"285","M333Ae",67.9942529645668,68.4801681671984,"rf",50
"286","M333Ag",76.2048679505302,81.2086165291663,"rf",50
"287","M333Ah",35.8550914120131,37.3880839806109,"rf",50
"288","M333Ai",38.9579660962426,37.3465107555587,"rf",50
"289","M333Aa",79.9745498224417,79.4154082554791,"rf",50
"290","M333Ab",116.72157680662,112.523482757723,"rf",50
"291","M333Ac",72.1348328917945,72.0588242700207,"rf",50
"292","M333Ad",116.310928082005,117.470592984026,"rf",50
"293","M333Ae",68.8730045351807,68.4801681671984,"rf",50
"294","M333Ag",77.098173181402,81.2086165291663,"rf",50
"295","M333Ah",34.2737316488468,37.3880839806109,"rf",50
"296","M333Ai",37.0198522677279,37.3465107555587,"rf",50
"297","M333Aa",80.1258159155791,79.4154082554791,"rf",50
"298","M333Ab",113.983584541914,112.523482757723,"rf",50
"299","M333Ac",75.4711264143565,72.0588242700207,"rf",50
"300","M333Ad",117.947381248503,117.470592984026,"rf",50
"301","M333Ae",69.4535936798763,68.4801681671984,"rf",50
"302","M333Ag",78.8469062237081,81.2086165291663,"rf",50
"303","M333Ah",37.0849886515114,37.3880839806109,"rf",50
"304","M333Ai",38.8628257714601,37.3465107555587,"rf",50
"305","M333Aa",78.4808843171904,79.4154082554791,"rf",50
"306","M333Ab",107.365912193367,112.523482757723,"rf",50
"307","M333Ac",73.4384530158627,72.0588242700207,"rf",50
"308","M333Ad",111.928122300634,117.470592984026,"rf",50
"309","M333Ae",69.9027486392835,68.4801681671984,"rf",50
"310","M333Ag",78.3773816170622,81.2086165291663,"rf",50
"311","M333Ah",38.1703484332333,37.3880839806109,"rf",50
"312","M333Ai",39.9365078781796,37.3465107555587,"rf",50
"313","M333Aa",81.657779336615,79.4154082554791,"rf",50
"314","M333Ab",111.083392640933,112.523482757723,"rf",50
"315","M333Ac",74.5122153960023,72.0588242700207,"rf",50
"316","M333Ad",118.188027811642,117.470592984026,"rf",50
"317","M333Ae",70.7033233201302,68.4801681671984,"rf",50
"318","M333Ag",78.405279323217,81.2086165291663,"rf",50
"319","M333Ah",39.2696965193156,37.3880839806109,"rf",50
"320","M333Ai",42.8613594954002,37.3465107555587,"rf",50
"321","M333Aa",79.6057179873837,79.4154082554791,"rf",50
"322","M333Ab",107.051323108515,112.523482757723,"rf",50
"323","M333Ac",74.9839546214244,72.0588242700207,"rf",50
"324","M333Ad",113.76729541541,117.470592984026,"rf",50
"325","M333Ae",70.5414502463435,68.4801681671984,"rf",50
"326","M333Ag",79.2880297779297,81.2086165291663,"rf",50
"327","M333Ah",38.1187323517504,37.3880839806109,"rf",50
"328","M333Ai",40.2546325484359,37.3465107555587,"rf",50
"329","M333Aa",76.4674118747375,79.4154082554791,"rf",50
"330","M333Ab",110.703595128318,112.523482757723,"rf",50
"331","M333Ac",71.2933548021412,72.0588242700207,"rf",50
"332","M333Ad",111.69624862896,117.470592984026,"rf",50
"333","M333Ae",67.3082082377409,68.4801681671984,"rf",50
"334","M333Ag",75.6058773777788,81.2086165291663,"rf",50
"335","M333Ah",36.7221499078443,37.3880839806109,"rf",50
"336","M333Ai",37.6445379564956,37.3465107555587,"rf",50
"337","M333Aa",77.5236829165662,79.4154082554791,"rf",50
"338","M333Ab",108.92071223663,112.523482757723,"rf",50
"339","M333Ac",75.318826486594,72.0588242700207,"rf",50
"340","M333Ad",114.280683703728,117.470592984026,"rf",50
"341","M333Ae",69.6311253887055,68.4801681671984,"rf",50
"342","M333Ag",79.4658601262054,81.2086165291663,"rf",50
"343","M333Ah",37.773714503694,37.3880839806109,"rf",50
"344","M333Ai",39.8101981223038,37.3465107555587,"rf",50
"345","M333Aa",78.9314599311955,79.4154082554791,"rf",50
"346","M333Ab",112.825599195159,112.523482757723,"rf",50
"347","M333Ac",74.5816838843267,72.0588242700207,"rf",50
"348","M333Ad",118.104589583609,117.470592984026,"rf",50
"349","M333Ae",67.7572734884914,68.4801681671984,"rf",50
"350","M333Ag",77.7716202382555,81.2086165291663,"rf",50
"351","M333Ah",33.7952225763534,37.3880839806109,"rf",50
"352","M333Ai",37.019079307521,37.3465107555587,"rf",50
"353","M333Aa",77.7384310783044,79.4154082554791,"rf",50
"354","M333Ab",106.635785134883,112.523482757723,"rf",50
"355","M333Ac",74.9789819356619,72.0588242700207,"rf",50
"356","M333Ad",111.232878534154,117.470592984026,"rf",50
"357","M333Ae",69.2911420979521,68.4801681671984,"rf",50
"358","M333Ag",78.4220575991309,81.2086165291663,"rf",50
"359","M333Ah",38.1988906426471,37.3880839806109,"rf",50
"360","M333Ai",38.7978413541655,37.3465107555587,"rf",50
"361","M333Aa",75.6539510856421,79.4154082554791,"rf",50
"362","M333Ab",99.0041817555517,112.523482757723,"rf",50
"363","M333Ac",72.4556901708744,72.0588242700207,"rf",50
"364","M333Ad",105.190750706446,117.470592984026,"rf",50
"365","M333Ae",68.4209764532798,68.4801681671984,"rf",50
"366","M333Ag",75.7607134645506,81.2086165291663,"rf",50
"367","M333Ah",38.6391423710002,37.3880839806109,"rf",50
"368","M333Ai",41.6327355467626,37.3465107555587,"rf",50
"369","M333Aa",82.1360787729528,79.4154082554791,"rf",50
"370","M333Ab",113.114401459673,112.523482757723,"rf",50
"371","M333Ac",77.6949634355099,72.0588242700207,"rf",50
"372","M333Ad",117.222186765964,117.470592984026,"rf",50
"373","M333Ae",74.3748514504131,68.4801681671984,"rf",50
"374","M333Ag",83.5549924887489,81.2086165291663,"rf",50
"375","M333Ah",39.0435614320046,37.3880839806109,"rf",50
"376","M333Ai",42.4542649311153,37.3465107555587,"rf",50
"377","M333Aa",81.0671902915374,79.4154082554791,"rf",50
"378","M333Ab",106.725942414403,112.523482757723,"rf",50
"379","M333Ac",78.1604369417159,72.0588242700207,"rf",50
"380","M333Ad",117.014688338935,117.470592984026,"rf",50
"381","M333Ae",72.9113751639146,68.4801681671984,"rf",50
"382","M333Ag",83.4921327456104,81.2086165291663,"rf",50
"383","M333Ah",40.9668329634582,37.3880839806109,"rf",50
"384","M333Ai",41.1807264983822,37.3465107555587,"rf",50
"385","M333Aa",79.749575181369,79.4154082554791,"rf",50
"386","M333Ab",109.345560059893,112.523482757723,"rf",50
"387","M333Ac",76.6129334326941,72.0588242700207,"rf",50
"388","M333Ad",116.199928137449,117.470592984026,"rf",50
"389","M333Ae",71.685538857216,68.4801681671984,"rf",50
"390","M333Ag",81.995172768562,81.2086165291663,"rf",50
"391","M333Ah",34.9047631472014,37.3880839806109,"rf",50
"392","M333Ai",39.1766073386939,37.3465107555587,"rf",50
"393","M333Aa",83.159524662284,79.4154082554791,"rf",50
"394","M333Ab",116.999922472765,112.523482757723,"rf",50
"395","M333Ac",76.7826289135225,72.0588242700207,"rf",50
"396","M333Ad",118.904195697583,117.470592984026,"rf",50
"397","M333Ae",73.0144906773499,68.4801681671984,"rf",50
"398","M333Ag",81.855959729474,81.2086165291663,"rf",50
"399","M333Ah",36.0727245999628,37.3880839806109,"rf",50
"400","M333Ai",39.8063050133339,37.3465107555587,"rf",50
"401","M333Aa",78.9696754729591,79.4154082554791,"rf",50
"402","M333Ab",109.554498571398,112.523482757723,"rf",50
"403","M333Ac",73.2170724780352,72.0588242700207,"rf",50
"404","M333Ad",115.880465590378,117.470592984026,"rf",50
"405","M333Ae",69.1523197848725,68.4801681671984,"rf",50
"406","M333Ag",77.7531736288637,81.2086165291663,"rf",50
"407","M333Ah",35.9732814473702,37.3880839806109,"rf",50
"408","M333Ai",40.4717206580965,37.3465107555587,"rf",50
"409","M333Aa",84.2138411234779,79.4154082554791,"rf",50
"410","M333Ab",115.202856856789,112.523482757723,"rf",50
"411","M333Ac",75.9709741892887,72.0588242700207,"rf",50
"412","M333Ad",122.956576511779,117.470592984026,"rf",50
"413","M333Ae",72.2241726045825,68.4801681671984,"rf",50
"414","M333Ag",82.0673884715678,81.2086165291663,"rf",50
"415","M333Ah",36.6764950626731,37.3880839806109,"rf",50
"416","M333Ai",40.354319007081,37.3465107555587,"rf",50
"417","M333Aa",79.9596164066248,79.4154082554791,"rf",50
"418","M333Ab",104.67132737675,112.523482757723,"rf",50
"419","M333Ac",79.6520187224375,72.0588242700207,"rf",50
"420","M333Ad",115.337745181519,117.470592984026,"rf",50
"421","M333Ae",71.9179735502414,68.4801681671984,"rf",50
"422","M333Ag",80.4723529889782,81.2086165291663,"rf",50
"423","M333Ah",38.0696241810817,37.3880839806109,"rf",50
"424","M333Ai",40.9940165864369,37.3465107555587,"rf",50
"425","M333Aa",82.3776332298061,79.4154082554791,"rf",50
"426","M333Ab",118.046361904354,112.523482757723,"rf",50
"427","M333Ac",76.403852762705,72.0588242700207,"rf",50
"428","M333Ad",117.585828779063,117.470592984026,"rf",50
"429","M333Ae",73.334104431888,68.4801681671984,"rf",50
"430","M333Ag",81.7046014745412,81.2086165291663,"rf",50
"431","M333Ah",38.6457616357311,37.3880839806109,"rf",50
"432","M333Ai",43.2616380186055,37.3465107555587,"rf",50
"433","M333Aa",79.9325057290248,79.4154082554791,"rf",50
"434","M333Ab",111.784495758101,112.523482757723,"rf",50
"435","M333Ac",76.6155360036343,72.0588242700207,"rf",50
"436","M333Ad",117.57628597489,117.470592984026,"rf",50
"437","M333Ae",70.4873674570181,68.4801681671984,"rf",50
"438","M333Ag",77.9382504068653,81.2086165291663,"rf",50
"439","M333Ah",36.5625970087371,37.3880839806109,"rf",50
"440","M333Ai",38.9865857972133,37.3465107555587,"rf",50
"441","M333Aa",86.668743102244,79.4154082554791,"rf",50
"442","M333Ab",114.198603590818,112.523482757723,"rf",50
"443","M333Ac",80.5614971600634,72.0588242700207,"rf",50
"444","M333Ad",125.90379592641,117.470592984026,"rf",50
"445","M333Ae",74.6236582832958,68.4801681671984,"rf",50
"446","M333Ag",84.3247112265874,81.2086165291663,"rf",50
"447","M333Ah",38.4621735131331,37.3880839806109,"rf",50
"448","M333Ai",41.2233327849467,37.3465107555587,"rf",50
"449","M333Aa",84.4040010179387,79.4154082554791,"rf",50
"450","M333Ab",119.07867814163,112.523482757723,"rf",50
"451","M333Ac",74.2708381547776,72.0588242700207,"rf",50
"452","M333Ad",124.788117224814,117.470592984026,"rf",50
"453","M333Ae",71.5016287610415,68.4801681671984,"rf",50
"454","M333Ag",80.1636545683809,81.2086165291663,"rf",50
"455","M333Ah",38.2373559778516,37.3880839806109,"rf",50
"456","M333Ai",41.5643940187147,37.3465107555587,"rf",50
"457","M333Aa",80.6390530080378,79.4154082554791,"rf",50
"458","M333Ab",113.622996595087,112.523482757723,"rf",50
